SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
540024,ASHARI      ,XT,Q,9.32,9.40,9.30,9.32,9.32,9.32,145,35603,332127.00,
540025,ADVENZYMES  ,A ,Q,188.80,193.75,187.50,192.50,192.50,188.05,580,28299,5431949.00,
540027,PTIL        ,T ,Q,401.50,403.50,401.00,401.00,401.00,403.00,20,16553,6645381.00,
540047,DBL         ,A ,Q,628.50,628.50,610.00,619.90,623.00,621.30,384,10108,6256230.00,
540048,SPAL        ,B ,Q,310.85,310.85,309.00,309.25,309.00,313.10,4,50,15502.00,
540061,BIGBLOC     ,B ,Q,32.25,32.25,32.25,32.25,32.25,32.65,1,400,12900.00,
540063,ECS         ,XT,Q,2.60,2.84,2.60,2.84,2.84,2.71,6,1955,5546.00,
540064,FRETAIL     ,A ,Q,430.80,434.00,426.00,427.40,427.40,426.20,218,8116,3493864.00,
540065,RBLBANK     ,A ,Q,675.90,675.90,660.15,664.00,664.00,673.60,1106,46672,31036451.00,
540071,CAMSONSEEDS ,Z ,Q,3.43,3.60,3.43,3.50,3.50,3.43,9,15618,53760.00,
540073,BLS         ,B ,Q,130.75,134.00,130.00,130.40,130.00,131.35,137,7818,1034012.00,
540080,NARAYANI    ,B ,Q,28.00,29.90,27.50,27.80,27.50,27.50,14,294,8269.00,
540082,RSTL        ,M ,Q,17.50,17.50,17.50,17.50,17.50,16.02,1,6000,105000.00,
540083,TVVISION    ,T ,Q,3.40,3.40,3.40,3.40,3.40,3.45,5,400,1360.00,
540084,SPICY       ,M ,Q,10.38,10.38,8.99,8.99,8.99,9.81,14,230000,2232100.00,
540108,TAHL        ,X ,Q,114.30,114.30,109.00,114.30,114.30,108.90,55,4943,563874.00,
540115,LTTS        ,A ,Q,1605.00,1647.20,1601.60,1629.45,1636.90,1599.75,1174,27803,45548359.00,
540124,GNA         ,B ,Q,326.95,329.80,322.75,326.10,327.40,325.35,91,2136,692758.00,
540125,RADHIKAJWE  ,M ,Q,17.10,17.10,17.00,17.00,17.00,17.50,3,4800,81760.00,
540133,ICICIPRULI  ,A ,Q,363.20,369.15,360.35,365.35,368.80,362.80,1229,66246,24175523.00,
540134,IISL        ,X ,Q,19.15,19.15,19.05,19.05,19.05,19.25,6,117,2234.00,
540136,HPL         ,B ,Q,64.10,64.10,61.40,62.35,62.50,63.90,96,5848,364750.00,
540143,SAGARSOFT   ,X ,Q,101.00,101.00,93.75,95.40,95.35,95.55,19,1026,98289.00,
540144,DRA         ,M ,Q,12.50,12.50,12.50,12.50,12.50,12.00,1,2500,31250.00,
540145,VALIANTORG  ,M ,Q,1720.00,1720.00,1710.00,1710.00,1710.00,1733.00,3,450,771000.00,
540153,ENDURANCE   ,A ,Q,1170.50,1172.00,1160.40,1165.55,1165.00,1165.55,32,258,301537.00,
540173,PNBHOUSING  ,A ,Q,863.05,865.20,835.00,839.10,839.10,866.70,2158,42033,35497386.00,
540174,SOUTHERNIN  ,XT,Q,11.15,11.15,11.15,11.15,11.15,11.15,1,3,33.00,
540175,REGENCY     ,X ,Q,21.05,21.05,21.05,21.05,21.05,20.55,2,169,3557.00,
540180,VBL         ,A ,Q,857.85,864.85,846.10,849.15,847.00,861.15,105,968,826350.00,
540190,FRANKLININD ,XT,Q,16.20,16.20,16.20,16.20,16.20,15.43,5,722,11696.00,
540192,LKPSEC      ,X ,Q,12.00,12.00,10.24,10.39,10.39,11.37,96,20931,229349.00,
540198,OSIAJEE     ,X ,Q,13.40,13.40,13.40,13.40,13.40,13.40,20,9976,133678.00,
540203,SFL         ,B ,Q,1355.00,1355.00,1355.00,1355.00,1355.00,1355.00,1,10,13550.00,
540210,TMRVL       ,B ,Q,28.90,29.10,28.90,29.05,29.05,28.75,7,480,13938.00,
540212,TCIEXP      ,B ,Q,716.10,716.10,706.00,710.75,710.00,718.85,34,316,224573.00,
540222,LAURUSLABS  ,A ,Q,405.00,407.50,397.25,401.90,397.25,403.70,171,5800,2351165.00,
540243,NEWLIGHT    ,X ,Q,47.00,47.00,42.80,45.70,45.50,46.75,59,42144,1913344.00,
540268,DHANVARSHA  ,X ,Q,64.00,64.00,58.60,58.60,58.60,58.45,6,850,49868.00,
540293,PRICOLLTD   ,B ,Q,39.85,40.90,39.45,40.30,40.25,39.55,332,42471,1707551.00,
540311,JITFINFRA   ,T ,Q,16.40,16.45,15.60,15.60,15.60,15.85,9,654,10219.00,
540360,LLFICL      ,X ,Q,58.10,59.00,56.50,56.50,56.50,56.65,19,4278,248643.00,
540361,DANUBE      ,XT,Q,5.25,5.40,5.06,5.39,5.39,5.25,14,29833,156012.00,
540366,RADIOCITY   ,B ,Q,58.90,58.90,56.50,56.50,56.50,58.55,49,2477,141630.00,
540376,DMART       ,A ,Q,1522.00,1525.00,1471.00,1477.25,1477.25,1518.95,3054,49172,73625620.00,
540393,SMLT        ,M ,Q,26.10,26.10,26.10,26.10,26.10,25.00,1,2000,52200.00,
540404,PRIME       ,M ,Q,112.00,112.00,112.00,112.00,112.00,111.00,2,2000,224000.00,
540416,OCTAWARE    ,M ,Q,97.00,99.00,97.00,99.00,99.00,99.00,3,20800,2020800.00,
540425,SHANKARA    ,A ,Q,482.00,529.90,475.50,527.10,527.10,481.75,3679,70734,36456386.00,
540426,RELSTRUCT   ,M ,Q,3.77,3.95,3.77,3.95,3.95,3.77,7,21000,81330.00,
540492,PGL         ,M ,Q,32.75,32.75,32.75,32.75,32.75,34.60,1,5000,163750.00,
540497,SCHAND      ,B ,Q,172.25,176.75,170.10,173.55,174.50,172.30,60,389,67232.00,
540530,HUDCO       ,A ,Q,44.65,44.85,44.10,44.40,44.40,44.65,309,81667,3628973.00,
540544,PSPPROJECT  ,B ,Q,473.75,486.95,473.75,483.20,486.95,473.35,39,272,131256.00,
540565,INDIGRID    ,IF,Q,81.76,82.00,81.76,82.00,82.00,82.20,2,10206,835667.00,
540575,STARCEMENT  ,B ,Q,99.50,99.50,98.50,98.70,98.75,99.10,8,1370,135085.00,
540595,TEJASNET    ,B ,Q,182.55,195.40,182.00,190.25,190.25,182.55,778,20975,3993701.00,
540596,ERIS        ,A ,Q,631.00,636.50,628.95,634.00,636.50,631.85,32,57816,36380872.00,
540602,GTPL        ,B ,Q,69.95,70.00,68.60,69.00,69.00,69.45,42,7899,550237.00,
540611,AUBANK      ,A ,Q,580.15,591.65,578.05,589.50,590.80,584.55,303,5065,2957891.00,
540615,7NR         ,M ,Q,58.00,59.00,56.00,56.00,56.00,56.50,6,54000,3090000.00,
540616,ARTEMIS     ,B ,Q,59.25,61.25,59.00,59.00,59.00,58.95,10,2289,135234.00,
540621,BHAGYAPROP  ,B ,Q,29.90,30.00,29.00,29.00,29.00,29.90,3,225,6715.00,
540642,SALASAR     ,B ,Q,213.40,221.95,209.35,216.25,217.50,209.95,44,726,155973.00,
540649,AVADHSUGAR  ,B ,Q,440.50,443.95,435.05,437.50,440.00,440.45,134,2409,1055639.00,
540650,MAGADHSUGAR ,B ,Q,114.35,114.35,111.60,112.35,112.85,114.30,9,700,78649.00,
540652,CTCL        ,M ,Q,42.00,42.00,42.00,42.00,42.00,39.00,1,3000,126000.00,
540653,SINTEXPLAST ,B ,Q,19.15,19.20,18.75,18.85,18.85,19.05,248,90526,1708772.00,
540673,SIS         ,B ,Q,837.20,844.30,830.00,837.35,843.00,847.00,79,666,554619.00,
540678,COCHINSHIP  ,A ,Q,401.50,402.50,392.40,393.40,394.90,396.25,184,3063,1214202.00,
540679,SMSLIFE     ,B ,Q,574.95,580.00,574.95,579.65,580.00,574.95,4,27,15649.00,
540680,KIOCL       ,B ,Q,115.00,142.00,115.00,139.45,139.15,141.25,65,3118,436283.00,
540686,SMRUTHIORG  ,X ,Q,150.05,162.00,150.05,162.00,162.00,162.00,11,614,97564.00,
540691,ABCAPITAL   ,A ,Q,97.00,99.45,95.50,98.55,98.55,96.60,3445,436756,42607853.00,
540692,APEX        ,B ,Q,330.10,338.30,330.10,331.90,331.90,331.95,514,15239,5096488.00,
540694,ANG         ,M ,Q,56.60,56.60,56.60,56.60,56.60,53.95,8,12800,724480.00,
540698,NEL         ,M ,Q,1.59,1.59,1.59,1.59,1.59,1.67,3,12000,19080.00,
540699,DIXON       ,B ,Q,2399.75,2412.95,2375.15,2389.20,2385.00,2411.10,63,199,476364.00,
540700,BRNL        ,B ,Q,117.90,121.50,112.30,115.30,114.05,116.50,47,1097,128223.00,
540701,DCAL        ,A ,Q,237.00,237.00,229.80,231.35,231.35,234.55,160,2999,694716.00,
540702,LASA        ,B ,Q,24.20,25.05,24.20,25.00,25.05,22.80,95,19621,488541.00,
540704,MATRIMONY   ,B ,Q,626.50,642.00,626.50,627.00,627.00,638.10,17,135,86093.00,
540709,RELHOME     ,B ,Q,32.50,32.50,30.20,30.65,30.80,30.85,167,20530,629458.00,
540710,CAPACITE    ,B ,Q,236.05,239.05,231.35,234.25,234.15,236.70,632,17701,4156766.00,
540715,SAGAR       ,M ,Q,10.90,10.90,10.90,10.90,10.90,10.50,1,3000,32700.00,
540716,ICICIGI     ,A ,Q,1096.00,1109.55,1061.70,1089.10,1062.40,1088.55,3057,60436,66425778.00,
540719,SBILIFE     ,A ,Q,622.70,629.00,622.00,623.15,623.15,622.70,683,17918,11205185.00,
540724,DIAMONDYD   ,B ,Q,900.00,1000.00,900.00,972.45,972.45,894.85,251,2879,2794562.00,
540725,SISL        ,M ,Q,81.00,81.00,81.00,81.00,81.00,81.05,1,1000,81000.00,
540726,TTFL        ,M ,Q,98.85,98.85,97.00,97.05,97.00,98.85,6,6000,589300.00,
540728,SAYAJIIND   ,X ,Q,275.40,275.40,266.00,266.85,266.85,272.00,8,200,53541.00,
540735,IRIS        ,M ,Q,31.00,31.00,30.40,30.50,30.50,31.00,3,24000,733600.00,
540736,SIDDH       ,M ,Q,37.30,40.90,37.00,40.30,40.90,38.05,49,340000,13563400.00,
540738,STL         ,M ,Q,138.40,139.00,138.40,139.00,139.00,134.00,3,40000,5544400.00,
540743,GODREJAGRO  ,A ,Q,509.50,514.05,508.70,510.65,510.65,507.35,190,6356,3250995.00,
540744,MESCON      ,XT,Q,13.70,14.80,13.70,14.80,14.80,14.33,12,1116,15379.00,
540749,MASFIN      ,B ,Q,609.55,610.00,587.10,599.85,587.10,612.85,51,196,118241.00,
540750,IEX         ,A ,Q,155.40,156.80,155.05,155.60,155.60,157.60,334,39466,6153948.00,
540755,GICRE       ,A ,Q,247.40,250.45,242.00,244.25,246.00,248.90,442,8579,2107265.00,
540757,SCPL        ,M ,Q,127.00,128.00,127.00,127.50,128.00,127.75,2,1600,204000.00,
540762,TIINDIA     ,A ,Q,378.00,382.00,377.10,377.70,377.10,379.60,35,403,152567.00,
540767,RNAM        ,A ,Q,198.95,199.00,194.75,195.40,195.40,196.60,419,11640,2285298.00,
540768,MAHLOG      ,A ,Q,521.20,523.00,516.20,520.30,522.00,520.80,53,1694,881565.00,
540769,NIACL       ,A ,Q,187.60,194.00,185.15,190.35,190.35,187.60,337,10691,2027599.00,
540774,IFGLEXPOR   ,B ,Q,231.95,237.90,230.65,233.85,230.65,234.10,17,124,29120.00,
540775,KHADIM      ,B ,Q,434.75,440.00,432.60,435.60,435.60,435.55,26,200,87067.00,
540776,5PAISA      ,B ,Q,241.65,244.95,234.00,234.35,234.00,237.00,120,1385,330170.00,
540777,HDFCLIFE    ,A ,Q,377.35,396.95,373.90,393.30,393.30,376.90,4115,212878,82719044.00,
540782,SBRANDS     ,M ,Q,32.05,32.70,32.00,32.15,32.15,34.20,5,5000,160900.00,
540787,ICICIB22    ,B ,Q,37.43,37.61,37.39,37.46,37.59,37.38,132,52148,1954772.00,
540789,DNAMEDIA    ,B ,Q,1.05,1.05,0.98,0.99,0.99,1.03,58,123319,123070.00,
540793,HHOF1140RG  ,B ,Q,8.60,8.69,8.55,8.68,8.69,8.55,16,50017,429653.00,
540795,DYNAMIC     ,M ,Q,26.50,26.50,25.00,25.70,25.70,27.50,8,24000,616350.00,
540796,RATNABHUMI  ,M ,Q,71.10,71.10,71.10,71.10,71.10,71.00,1,2000,142200.00,
540797,SHALBY      ,B ,Q,137.90,138.60,134.75,135.20,135.20,136.45,94,5175,708719.00,
540798,FSC         ,B ,Q,566.00,566.00,565.00,565.00,565.00,565.10,5,16,9045.00,
540799,DACEFRG     ,B ,Q,8.40,8.40,8.40,8.40,8.40,8.59,1,4,33.00,
540824,ASTRON      ,B ,Q,100.50,101.40,100.30,101.35,101.40,100.35,50,2814,283991.00,
540850,JFL         ,M ,Q,29.65,29.65,22.00,22.55,22.90,26.50,20,40000,907100.00,
540861,IPRU3018    ,B ,Q,9.20,9.20,8.96,9.19,8.96,9.20,3,5528,50850.00,
540879,APOLLO      ,B ,Q,142.90,146.90,139.50,142.05,142.05,142.55,244,11576,1651132.00,
540900,NEWGEN      ,B ,Q,344.90,344.90,336.65,338.25,337.00,342.40,72,865,295066.00,
540901,PRAXIS      ,B ,Q,155.00,161.50,155.00,157.20,156.00,159.25,34,707,111428.00,
540902,AMBER       ,B ,Q,828.55,838.35,825.00,834.85,829.30,833.75,100,603,502073.00,
540903,CRPRISK     ,M ,Q,37.00,37.00,36.00,36.50,36.50,37.60,14,104000,3806400.00,
540935,GALAXYSURF  ,B ,Q,1002.50,1005.50,990.65,996.05,991.00,989.90,73,504,502535.00,
540945,FSSPL       ,M ,Q,4.37,4.38,4.12,4.12,4.12,4.33,15,60000,253360.00,
540954,IWP         ,X ,Q,83.95,83.95,79.10,79.80,79.95,81.00,147,36123,2899269.00,
540975,ASTERDM     ,B ,Q,156.80,160.00,153.25,153.70,153.70,154.50,81,2717,425422.00,
540980,YSL         ,XT,Q,12351.00,12351.00,12351.00,12351.00,12351.00,12951.00,1,2,24702.00,
541005,KANCOTEA    ,X ,Q,35.35,38.30,35.35,35.50,35.50,36.60,6,94,3345.00,
541006,ANGEL       ,M ,Q,15.50,15.50,15.50,15.50,15.50,14.00,1,4000,62000.00,
541019,HGINFRA     ,B ,Q,264.30,266.60,260.40,262.05,261.65,264.35,71,2573,677750.00,
541084,DACE2RG     ,B ,Q,7.61,7.61,7.61,7.61,7.61,7.85,1,7,53.00,
541096,BPLPHARMA   ,XT,Q,214.00,214.00,214.00,214.00,214.00,213.00,1,15,3210.00,
541097,LIQUIDETF   ,F ,Q,999.99,1000.00,999.99,1000.00,1000.00,1000.01,47,7837,7836948.00,
541143,BDL         ,B ,Q,295.00,321.15,289.40,309.85,309.85,292.75,4561,1040819,305262583.00,
541153,BANDHANBNK  ,A ,Q,543.95,547.25,538.00,540.00,540.00,548.05,575,18490,10008357.00,
541154,HAL         ,A ,Q,717.50,729.90,710.00,715.90,715.90,710.85,362,3564,2561147.00,
541161,KARDA       ,B ,Q,188.00,188.90,184.40,185.40,186.70,188.30,98,1557,290385.00,
541163,SANDHAR     ,B ,Q,257.85,258.95,251.50,254.35,258.95,256.85,49,596,152180.00,
541167,YASHO       ,M ,Q,129.90,130.00,129.90,130.00,130.00,128.00,2,2400,311880.00,
541179,ISEC        ,A ,Q,223.00,227.70,223.00,226.05,227.70,222.75,304,10629,2402519.00,
541195,MIDHANI     ,B ,Q,136.45,139.00,134.25,135.05,135.05,135.30,480,20967,2871627.00,
541206,OBCL        ,M ,Q,48.05,49.95,48.05,49.85,49.85,53.00,5,20000,990400.00,
541228,TRL         ,M ,Q,16.00,16.50,16.00,16.00,16.00,19.95,5,20000,322000.00,
541233,LEMONTREE   ,A ,Q,78.75,79.15,76.50,78.35,79.00,79.40,222,17818,1391879.00,
541269,CHEMFABALKA ,B ,Q,151.00,151.00,142.15,147.30,145.00,147.10,12,1660,243229.00,
541276,GARVIND     ,M ,Q,9.00,9.00,8.10,8.10,8.10,9.00,3,30000,252000.00,
541301,ORIENTELEC  ,B ,Q,158.10,164.50,157.40,163.60,163.60,158.05,493,28629,4645177.00,
541302,DHRUV       ,M ,Q,35.00,36.50,34.00,34.00,34.00,34.00,11,22000,777700.00,
541303,AKSHAR      ,M ,Q,23.25,23.25,22.65,22.65,22.65,22.60,2,6000,137700.00,
541304,INDOUS      ,M ,Q,105.70,106.55,104.50,105.70,104.90,102.90,7,14000,1480100.00,
541309,IPRU3095    ,B ,Q,8.90,8.90,8.90,8.90,8.90,8.50,1,10,89.00,
541336,INDOSTAR    ,A ,Q,404.85,410.65,400.00,404.65,404.50,404.15,364,4054,1646852.00,
541347,PARVATI     ,T ,Q,3.05,3.05,2.99,2.99,2.99,3.14,9,4225,12712.00,
541353,INNOVATORS  ,M ,Q,54.00,54.00,54.00,54.00,54.00,54.05,2,3200,172800.00,
541400,ZIMLAB      ,X ,Q,121.20,127.05,121.20,123.55,123.55,126.85,11,385,47749.00,
541401,ARIHANTINS  ,M ,Q,12.24,12.85,12.20,12.22,12.23,14.74,11,44000,543840.00,
541403,DOLLAR      ,B ,Q,283.00,283.00,281.00,281.20,281.20,290.00,4,6,1689.00,
541444,PALMJEWELS  ,M ,Q,13.99,13.99,13.99,13.99,13.99,13.33,7,80000,1119200.00,
541445,WAA         ,M ,Q,32.00,32.00,32.00,32.00,32.00,32.40,1,800,25600.00,
541450,ADANIGREEN  ,A ,Q,37.45,37.45,35.00,36.10,36.10,36.90,272,98136,3564944.00,
541503,UNICK       ,XT,Q,23.00,24.15,23.00,24.15,24.15,23.05,6,1200,28405.00,
541540,SOLARA      ,B ,Q,422.00,432.80,417.15,422.90,421.00,426.15,130,3375,1436039.00,
541545,TALWGYM     ,B ,Q,124.00,125.35,122.15,123.05,122.15,123.85,62,10716,1332008.00,
541546,GAYAHWS     ,B ,Q,0.96,0.96,0.96,0.96,0.96,0.92,3,2010,1929.00,
541556,RITES       ,B ,Q,255.00,261.80,255.00,256.80,256.80,251.35,2332,156157,40387797.00,
541557,FINEORG     ,B ,Q,1308.00,1315.10,1296.10,1304.55,1308.40,1312.80,48,425,554271.00,
541578,VARROC      ,B ,Q,587.00,596.00,577.00,580.00,581.00,586.15,308,3669,2140867.00,
541627,HITECHWIND  ,XT,Q,19.40,19.40,18.35,18.35,18.35,18.55,15,1461,26966.00,
541634,RAWEDGE     ,M ,Q,74.75,74.85,74.75,74.80,74.80,69.85,4,6400,478720.00,
541700,TCNSBRANDS  ,B ,Q,812.45,812.45,802.45,809.70,807.75,804.10,35,471,380054.00,
541701,SUPERSHAKT  ,M ,Q,417.00,419.00,415.00,415.00,415.00,410.00,4,8400,3516600.00,
541702,ASHNI       ,X ,Q,4.98,4.98,4.52,4.52,4.52,4.75,8,1191,5475.00,
541703,GFIL        ,M ,Q,57.00,58.00,55.10,58.00,58.00,55.40,27,43200,2419680.00,
541729,HDFCAMC     ,B ,Q,1549.75,1565.50,1524.00,1556.50,1556.50,1538.40,923,7601,11771861.00,
541735,VIVANTA     ,X ,Q,6.18,6.18,6.18,6.18,6.18,5.89,3,73,451.00,
541741,TINNATFL    ,B ,Q,18.35,20.25,18.35,19.65,19.75,19.30,16,1657,33258.00,
541744,TVF2G       ,B ,Q,7.31,7.85,7.31,7.85,7.85,7.50,2,61,477.00,
541770,CREDITACC   ,B ,Q,541.75,545.35,535.00,537.95,535.00,541.75,248,3631,1958602.00,
541771,AMINTAN     ,B ,Q,1.56,1.56,1.36,1.42,1.49,1.50,22,14159,19734.00,
541778,DEEP        ,M ,Q,55.00,55.10,55.00,55.00,55.00,55.25,4,12000,660600.00,
541804,IPRU3168    ,B ,Q,7.81,8.30,7.81,8.30,8.29,8.60,6,3052,25133.00,
541809,ICICINXT50  ,B ,Q,28.14,28.14,28.14,28.14,28.14,28.06,1,50,1407.00,
541890,SPACEINCUBA ,B ,Q,0.51,0.51,0.51,0.51,0.51,0.51,1,792,403.00,
541929,SGIL        ,M ,Q,90.00,90.00,88.00,88.00,88.00,99.00,3,6000,536000.00,
541946,ICICILIQ    ,F ,Q,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,29,126000,126000000.00,
541956,IRCON       ,B ,Q,399.00,402.80,398.00,399.30,399.30,399.05,88,2722,1088884.00,
541972,SETFSN50    ,B ,Q,345.00,358.00,335.00,336.44,336.47,336.76,13,1057,355884.00,
541973,MACH        ,M ,Q,92.00,92.00,92.00,92.00,92.00,92.00,1,6000,552000.00,
541974,MANORAMA    ,M ,Q,199.00,203.95,198.10,201.00,201.00,195.30,24,16800,3350850.00,
541983,INNOVATIVE  ,M ,Q,141.80,147.50,141.80,147.50,147.50,144.65,21,66000,9682950.00,
541984,RIOSAG      ,B ,Q,9.15,9.15,9.15,9.15,9.15,9.07,1,200,1830.00,
541988,AAVAS       ,B ,Q,1162.10,1175.00,1144.55,1160.85,1175.00,1165.60,112,852,987807.00,
541999,GENERAAGRI  ,X ,Q,5.20,5.20,5.20,5.20,5.20,5.00,1,1500,7800.00,
542011,GRSE        ,B ,Q,97.50,100.90,97.25,99.35,99.40,98.05,47,1363,133778.00,
542046,VIEL        ,M ,Q,18.10,18.10,18.10,18.10,18.10,18.90,1,38000,687800.00,
542057,BCPL        ,M ,Q,35.80,39.50,35.80,38.00,39.50,35.75,9,36000,1333200.00,
542066,ADANIGAS    ,B ,Q,130.00,132.15,128.20,130.10,130.10,129.60,973,77023,10017103.00,
542117,NETRIPPLES  ,X ,Q,11.49,11.49,11.49,11.49,11.49,10.96,1,15,172.00,
542141,TECHNOE     ,B ,Q,262.50,267.95,257.50,267.20,267.95,262.50,18,169,44369.00,
542216,OCLINDIA    ,B ,Q,1080.00,1120.00,1080.00,1113.50,1118.00,1066.50,595,4607,5128334.00,
542231,NILASPACES  ,B ,Q,2.34,2.45,2.30,2.38,2.35,2.31,22,27136,64728.00,
542233,TREJHARA    ,B ,Q,26.25,30.80,26.25,30.80,30.80,28.50,2,39,1196.00,
542248,DECCAN      ,M ,Q,103.00,104.70,101.50,104.05,102.00,101.30,8,12000,1242300.00,
542323,KPIGLOBAL   ,M ,Q,69.25,69.25,68.75,68.90,68.75,69.75,3,4800,331200.00,
542333,CESCVENTURE ,B ,Q,605.00,610.15,602.15,604.05,602.20,607.10,32,273,164966.00,
542337,SPENCER     ,B ,Q,158.90,160.00,153.20,154.15,154.15,159.15,402,15609,2439927.00,
542351,GLOSTERLTD  ,T ,Q,966.20,966.20,966.20,966.20,966.20,964.55,2,36,34783.00,
542367,XELPMOC     ,B ,Q,66.35,66.35,66.35,66.35,66.35,68.10,1,15,995.00,
542383,RITCO       ,M ,Q,71.50,71.50,71.50,71.50,71.50,70.20,1,1600,114400.00,
542399,CHALET      ,B ,Q,317.00,329.95,317.00,321.05,328.90,324.35,135,2739,884230.00,
542459,KRANTI      ,M ,Q,38.00,38.50,38.00,38.40,38.40,38.15,11,33000,1263300.00,
542460,ANUP        ,B ,Q,504.00,516.00,503.00,514.90,515.00,506.75,205,1789,917527.00,
542484,ARVINDFASN  ,B ,Q,970.00,989.00,969.00,973.25,973.25,966.55,170,1635,1597055.00,
542579,AGOL        ,M ,Q,50.00,50.40,48.75,48.75,48.75,50.75,6,12000,599800.00,
542592,HBEL        ,M ,Q,141.00,141.00,141.00,141.00,141.00,141.00,1,1000,141000.00,
542597,MSTC        ,T ,Q,114.90,114.90,110.35,111.65,111.65,113.25,94,4427,496773.00,
542602,EMBASSY     ,IF,Q,328.00,329.00,327.02,329.00,329.00,327.09,19,8800,2890636.00,
542627,CHANDNIMACH ,XT,Q,16.95,16.95,15.35,16.95,16.95,16.15,106,83691,1414323.00,
542628,NSL         ,MT,Q,38.50,38.50,38.50,38.50,38.50,37.00,1,3000,115500.00,
542641,CKFSL       ,T ,Q,76.00,76.00,72.20,72.20,72.20,0.00,53,3821,280517.00,
542649,RVNL        ,B ,Q,19.00,19.75,18.60,19.05,19.05,0.00,19865,11152232,214151732.00,
555555,ICICISENSX  ,B ,Q,407.87,407.87,407.87,407.87,407.87,406.98,1,750,305902.00,
570001,TATAMTRTDVR ,A ,Q,103.45,104.10,101.95,103.85,103.85,102.35,2677,472600,48687079.00,
570004,JISLBNDVR   ,B ,Q,39.00,39.10,38.70,38.75,38.75,39.20,20,2435,94543.00,
580001,STAN CHART  ,B ,I,54.50,54.75,53.70,54.65,54.60,54.05,17,577,31388.00,
590003,KARUR VY(PS ,B ,Q,80.00,82.00,79.45,79.80,79.80,80.30,834,147469,11869360.00,
590005,TIDE WATE(PS,B ,Q,5053.20,5083.45,5053.20,5073.00,5073.00,5050.65,6,16,81201.00,
590006,AMRUTANJAN  ,B ,Q,315.00,335.20,315.00,321.45,321.45,306.80,2369,63854,20908309.00,
590013,XPRO INDI(PS,B ,Q,35.85,35.90,34.15,34.50,34.50,34.15,7,405,14314.00,
590018,HISARMET(PS ,B ,Q,53.25,53.25,46.30,47.25,47.95,47.35,12,338,15864.00,
590021,BHARAT RA(PS,B ,Q,4519.45,4559.00,4430.10,4475.65,4480.00,4513.55,51,178,797876.00,
590022,EASTER SI(PS,T ,Q,2.10,2.10,2.05,2.05,2.05,2.10,5,5000,10251.00,
590024,FERT CHE(PS ,B ,Q,38.00,38.85,37.80,38.05,38.05,37.05,244,34325,1312533.00,
590025,GINNI FIL(PS,B ,Q,13.62,13.62,13.40,13.46,13.46,13.56,9,2700,36497.00,
590030,SOUTH PET(PS,B ,Q,26.20,26.50,25.10,25.80,25.80,25.45,63,9477,244381.00,
590031,DE NORA     ,B ,Q,317.00,320.00,308.40,309.75,309.00,312.45,133,1287,407980.00,
590041,KAVERI TELE ,B ,Q,5.90,5.90,5.90,5.90,5.90,5.65,1,50,295.00,
590043,HARITA SEAT ,B ,Q,459.00,459.00,455.10,455.10,455.10,458.80,2,6,2750.00,
590057,PROSEED     ,B ,Q,0.48,0.48,0.46,0.46,0.46,0.46,8,12417,5960.00,
590062,ANDHRA SUGAR,B ,Q,350.10,352.75,348.00,352.60,352.65,350.65,32,992,347179.00,
590065,INDIA MOTOR ,B ,Q,902.00,902.00,868.00,868.00,868.00,893.00,22,169,150082.00,
590066,KCP LTD     ,B ,Q,88.00,88.40,87.80,88.10,88.35,88.60,29,1935,170426.00,
590070,RADAAN MEDIA,B ,Q,3.23,3.23,2.84,2.99,2.99,3.01,4,17,51.00,
590071,SUNDARAM FIN,B ,Q,1440.35,1479.00,1440.35,1467.40,1467.40,1448.05,61,445,650656.00,
590072,SUNDARAM BRK,B ,Q,309.05,319.90,305.10,319.55,319.90,308.25,12,135,41588.00,
590073,WHEELS INDIA,B ,Q,913.70,913.70,879.15,887.55,879.15,885.60,6,7,6243.00,
590075,LAMBODHARA T,B ,Q,47.45,48.15,47.20,47.85,47.85,48.75,86,5468,260896.00,
590078,MAITHAN ALL ,B ,Q,516.30,516.30,511.00,511.25,511.00,515.30,67,624,320302.00,
590086,ORISSA MINE ,B ,Q,939.35,958.85,910.00,929.55,930.00,931.00,784,4902,4578040.00,
590095,GOLDBEES    ,E ,Q,2829.95,2829.95,2818.00,2823.93,2823.00,2827.83,58,1689,4769212.00,
590096,LIQUIDBEES  ,F ,Q,999.30,1000.01,999.30,1000.01,1000.01,1000.00,488,251268,251266460.00,
590097,KOTAKGOLDETF,E ,Q,280.30,281.16,280.30,281.00,281.00,281.10,9,728,204533.00,
590098,SBI GOLD ETS,E ,Q,2876.99,2876.99,2857.01,2860.00,2860.00,2869.40,8,19,54400.00,
590099,QUANTUM GOLD,E ,Q,1407.00,1407.00,1403.00,1403.00,1403.00,1407.00,6,30,42175.00,
590101,UTI GOLD ETF,E ,Q,2850.00,2850.00,2840.00,2841.00,2841.00,2841.01,4,35,99515.00,
590103,NIFTY BEES  ,B ,Q,1218.80,1218.80,1213.10,1214.25,1218.56,1214.62,103,1178,1432399.00,
