SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
531717,VIDHIING    ,B ,Q,82.35,82.55,81.45,81.70,82.20,82.30,32,770,63106.00,
531719,BHAGIRA.CHEM,X ,Q,508.90,508.90,500.00,504.90,504.90,502.35,19,364,182601.00,
531723,STAMPEDE CAP,T ,Q,1.59,1.74,1.59,1.59,1.59,1.67,49,125047,199239.00,
531726,PANCHSHEEL O,X ,Q,73.50,73.50,73.50,73.50,73.50,72.95,1,50,3675.00,
531727,MENON PISTON,X ,Q,20.20,20.25,19.40,19.90,19.95,19.75,92,16910,331828.00,
531737,GREENCREST  ,X ,Q,1.31,1.34,1.31,1.31,1.34,1.33,41,28328,37142.00,
531739,GENNEX LAB  ,X ,Q,2.67,2.80,2.56,2.60,2.60,2.65,245,552598,1445483.00,
531744,GINI SILK MI,X ,Q,52.00,52.00,50.00,50.00,50.00,49.55,3,238,11938.00,
531746,PRAJAY ENGS.,B ,Q,8.90,9.00,8.80,9.00,9.00,8.72,10,9200,81730.00,
531761,APOLLOPIPES ,X ,Q,405.00,412.00,405.00,406.10,410.00,410.15,30,769,314150.00,
531762,UNJHA FORMUL,X ,Q,9.85,9.85,9.85,9.85,9.85,9.42,1,10,98.00,
531795,ATUL AUTO   ,B ,Q,335.00,339.45,335.00,335.25,335.25,336.75,10,121,40691.00,
531814,TIRUPATI SAR,X ,Q,14.50,14.60,14.00,14.00,14.00,14.19,30,33880,478533.00,
531822,RODIUM      ,X ,Q,121.20,121.80,115.00,116.15,116.15,117.70,31,4426,522667.00,
531842,LAHOTI OVER.,X ,Q,19.35,20.20,19.35,20.20,20.20,20.00,7,406,8163.00,
531845,ZENITH BIRLA,T ,Q,0.59,0.61,0.57,0.57,0.57,0.59,10,8874,5166.00,
531847,ASIAN STAR  ,B ,Q,667.00,700.00,667.00,700.00,700.00,700.00,2,2,1367.00,
531859,ORIENTAL VEN,X ,Q,53.00,53.70,51.55,53.00,53.00,52.95,21,2339,124026.00,
531861,JOINDRE CAPI,X ,Q,18.10,18.45,17.65,18.00,18.00,18.65,20,1832,32791.00,
531862,BHARATAGRI  ,X ,Q,118.00,119.95,111.00,114.85,114.85,112.70,8,1211,140790.00,
531867,UNITECH INTE,X ,Q,7.39,7.39,6.50,6.50,6.50,6.24,7,850,5970.00,
531869,SACHETA MET.,X ,Q,19.85,20.35,19.45,20.00,20.00,19.85,41,5125,102213.00,
531879,PIONEER DIS.,B ,Q,151.90,151.90,143.15,143.15,143.15,146.75,3,13,1941.00,
531881,GMETCOAL    ,X ,Q,14.70,15.40,13.97,15.40,15.40,14.70,7,510,7676.00,
531882,KWALITYLTD  ,B ,Q,6.11,6.24,6.00,6.06,6.06,6.16,170,117340,715137.00,
531888,REXNORD ELE.,X ,Q,33.90,33.90,31.75,33.00,33.00,32.00,9,1043,34422.00,
531898,SANGUINE MD ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,19,27578,5239.00,
531917,TWINSTAR SOF,X ,Q,1.40,1.45,1.40,1.45,1.45,1.46,4,35103,49276.00,
531925,SHANTANU SHE,XT,Q,1.10,1.16,1.06,1.16,1.16,1.11,11,12829,13735.00,
531950,VERTEX SEC. ,X ,Q,1.70,1.75,1.70,1.75,1.75,1.69,7,2324,4016.00,
531952,RIBA TEXTILS,X ,Q,85.00,85.10,83.00,83.00,83.00,84.65,1218,88836,7463652.00,
531977,CHARTERLOGIS,XT,Q,6.89,6.89,6.36,6.59,6.39,6.58,24,5473,36066.00,
531978,AMBIKA COTTO,B ,Q,1129.95,1135.00,1129.95,1134.00,1135.00,1123.55,8,53,59940.00,
531979,HIND ALUMIN ,X ,Q,79.00,79.00,74.05,74.05,74.05,75.60,23,2467,187704.00,
531996,ODYSSEY CORP,X ,Q,1.90,1.90,1.90,1.90,1.90,1.88,1,1,1.00,
532001,INDUCTO STL.,X ,Q,13.40,13.40,13.40,13.40,13.40,12.95,1,300,4020.00,
532005,SAM INDUS.  ,X ,Q,12.00,12.00,12.00,12.00,12.00,12.00,2,48,576.00,
532015,GRAVITY (I) ,X ,Q,1.66,1.80,1.66,1.71,1.71,1.71,8,2365,4046.00,
532022,FILAT FASH  ,XT,Q,3.18,3.18,3.06,3.06,3.06,3.12,14,8250,25830.00,
532029,SINDHU TRADE,XT,Q,132.05,132.05,132.05,132.05,132.05,139.00,1,1,132.00,
532033,JAIN STUDIOS,Z ,Q,2.90,2.90,2.90,2.90,2.90,2.77,1,1,2.00,
532034,SAFALHBS    ,XT,Q,1.29,1.29,1.29,1.29,1.29,1.35,6,409,527.00,
532039,ZENOTECH    ,X ,Q,23.90,24.00,23.15,23.35,23.35,23.90,11,2226,53328.00,
532051,SWELECT     ,B ,Q,245.30,245.30,237.40,237.40,237.40,235.00,4,15,3640.00,
532053,WALLFORT FIN,X ,Q,28.55,31.00,28.55,30.75,30.75,28.50,11,381,11377.00,
532054,KDDL LTD    ,B ,Q,420.05,434.00,420.05,434.00,434.00,445.00,2,20,8540.00,
532056,ADINATH EXIM,XT,Q,8.57,8.57,8.57,8.57,8.57,8.17,2,16,137.00,
532067,KILPEST (I) ,X ,Q,80.10,85.80,80.10,82.40,83.00,82.75,45,996,81970.00,
532072,INTER DIGI  ,X ,Q,0.15,0.15,0.15,0.15,0.15,0.15,1,50,7.00,
532081,KSERASERA   ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,5,20108,3820.00,
532090,VANDANA     ,XT,Q,0.22,0.22,0.22,0.22,0.22,0.21,4,5613,1234.00,
532097,MUKAND ENGG.,B ,Q,17.00,17.00,17.00,17.00,17.00,17.25,4,400,6800.00,
532113,BRIJLAXMI LE,X ,Q,2.67,2.67,2.67,2.67,2.67,2.72,1,1,2.00,
532114,AREALTY     ,X ,Q,1.05,1.05,1.05,1.05,1.05,1.00,1,10,10.00,
532123,BSE  INFRA  ,B ,Q,2.03,2.05,2.00,2.00,2.00,2.01,11,16100,32687.00,
532129,HEXAWARE TEC,A ,Q,347.55,350.80,341.00,342.20,342.20,347.30,1553,48102,16546653.00,
532134,BANKBARODA  ,A ,Q,129.85,130.15,127.70,128.70,128.70,129.65,3391,796441,102486627.00,
532141,ANDHRA CEMEN,T ,Q,4.50,4.58,4.50,4.50,4.50,4.42,28,6124,27845.00,
532143,SKM EGG PROD,B ,Q,50.00,50.60,49.00,50.60,50.60,50.15,7,289,14414.00,
532144,WELCORP     ,A ,Q,143.20,146.50,136.70,138.60,138.60,138.20,2101,157561,22323260.00,
532145,H.S.(I) LTD.,X ,Q,8.49,8.50,8.49,8.50,8.50,8.17,3,1248,10607.00,
532149,BNK OF INDIA,A ,Q,100.90,101.20,98.85,99.45,99.45,100.70,1804,545963,54422782.00,
532150,INDRAPRAST  ,B ,Q,39.00,39.10,38.55,38.80,38.70,38.80,137,3797,147249.00,
532155,GAIL (I) LTD,A ,Q,338.50,343.50,338.30,342.55,342.30,337.50,738,45462,15525241.00,
532156,VAIBHAVGBL  ,B ,Q,647.30,648.00,634.45,637.70,648.00,646.65,27,77,49087.00,
532159,TRESCON     ,X ,Q,90.00,91.00,89.00,90.05,90.05,89.00,6,450,40451.00,
532160,GUJ.STAT.FIN,XT,Q,1.20,1.20,1.20,1.20,1.20,1.26,1,111,133.00,
532162,JK PAPER    ,B ,Q,151.50,153.80,149.55,153.30,153.30,150.75,922,83916,12780135.00,
532163,SAREGAMA (I),B ,Q,586.60,589.80,584.20,586.20,585.35,588.75,29,190,111322.00,
532173,CYBERTECH   ,B ,Q,44.10,44.10,44.00,44.05,44.00,44.45,6,2925,128830.00,
532174,ICICI BANK  ,A ,Q,394.35,395.00,387.75,390.10,390.10,393.70,2193,240071,93729238.00,
532175,CYIENT      ,A ,Q,590.75,597.00,580.05,582.20,582.20,593.20,522,8884,5191037.00,
532178,ENGINRS.(I) ,A ,Q,116.90,118.25,116.15,117.10,117.10,116.30,578,62598,7341552.00,
532179,CORPN.BANK  ,A ,Q,28.05,28.35,27.95,28.05,28.20,28.15,157,24497,688472.00,
532180,DHANALAK.BNK,B ,Q,20.25,20.45,19.60,20.05,20.10,20.35,224,71468,1432350.00,
532181,GUJ.MINERAL ,A ,Q,79.45,79.45,77.40,77.55,77.50,78.70,117,9170,716529.00,
532183,GAYATRI SUGR,X ,Q,2.65,2.71,2.65,2.65,2.65,2.65,15,3006,7994.00,
532187,INDUSIND BNK,A ,Q,1745.00,1753.90,1729.00,1740.80,1740.80,1748.95,1811,51930,90351630.00,
532189,INDIA TOURIS,B ,Q,279.70,279.70,274.55,276.70,276.70,278.70,83,2372,656960.00,
532209,J & K BANK  ,A ,Q,64.25,64.45,62.35,62.95,62.70,64.90,1060,120303,7620237.00,
532210,CITY UNION  ,A ,Q,199.05,200.25,197.00,197.60,197.00,199.85,218,9608,1904522.00,
532212,ARCHIES LTD ,B ,Q,24.00,24.60,23.85,24.00,24.60,24.10,14,920,22020.00,
532215,AXIS BANK   ,A ,Q,760.10,760.65,747.05,752.05,752.05,761.75,3609,178904,134790307.00,
532216,HB STOCKHOL.,B ,Q,8.34,8.50,8.13,8.22,8.21,8.89,11,160,1329.00,
532218,SOUTH IND.BK,A ,Q,17.40,17.50,17.25,17.40,17.40,17.30,1071,1168665,20290102.00,
532219,ENERGY DEV. ,B ,Q,8.16,8.25,7.85,8.25,8.25,8.50,7,2315,18713.00,
532221,SONATA SOFT.,A ,Q,334.90,339.90,331.05,333.80,334.90,338.40,199,4490,1504185.00,
532230,BENGAL TEA &,X ,Q,38.00,38.00,38.00,38.00,38.00,38.00,1,1,38.00,
532234,NAT.ALUM    ,A ,Q,56.50,56.50,54.85,55.15,55.15,56.40,4169,1011733,56039730.00,
532240,INDIA NIPPON,B ,Q,460.00,481.55,450.00,468.30,467.05,449.40,204,3500,1651364.00,
532256,NALWA SONS  ,B ,Q,1024.00,1024.00,1002.00,1002.00,1002.00,1032.80,5,11,11044.00,
532268,ACCELYA     ,B ,Q,932.00,957.95,931.00,947.75,948.00,934.00,57,317,299703.00,
532271,CYBERMATE   ,X ,Q,1.79,1.84,1.78,1.84,1.84,1.84,15,25800,45964.00,
532275,LANDMARC LEI,XT,Q,0.35,0.35,0.35,0.35,0.35,0.35,2,55,19.00,
532276,SYNDICATE BN,A ,Q,42.00,42.25,41.05,41.55,41.55,41.90,546,296086,12294467.00,
532281,HCL TECHNO  ,A ,Q,1099.00,1100.65,1085.20,1089.00,1087.80,1098.05,561,15749,17205592.00,
532282,CASTEXTECH  ,T ,Q,0.95,0.95,0.91,0.95,0.95,0.95,11,24595,22672.00,
532284,TCFC FINANCE,X ,Q,30.15,30.15,29.90,30.00,30.00,30.30,6,340,10214.00,
532285,GEOJITFSL   ,B ,Q,40.80,41.00,40.60,40.80,40.80,40.60,17,1516,61891.00,
532286,JINDAL STE  ,A ,Q,182.90,182.90,175.15,177.00,177.00,182.90,4415,636330,113010147.00,
532290,BLB LTD.    ,B ,Q,4.88,4.88,4.87,4.87,4.87,4.88,3,599,2922.00,
532296,GLENMARK PHA,A ,Q,648.80,652.20,646.55,650.25,651.00,650.55,432,18079,11748047.00,
532300,WOCKHARDT   ,A ,Q,450.00,457.80,445.00,447.10,447.10,442.05,4649,301954,136119990.00,
532301,TATA COFFEE ,B ,Q,90.85,92.30,90.85,92.00,91.60,91.35,198,16798,1538683.00,
532304,KJMCCORP    ,X ,Q,27.90,27.90,27.75,27.75,27.75,26.70,6,1225,34174.00,
532305,IND-SWIFT LA,B ,Q,39.80,40.50,38.60,39.00,39.00,38.40,89,14260,562366.00,
532307,MELSTAR INFO,T ,Q,1.54,1.54,1.54,1.54,1.54,1.47,1,500,770.00,
532309,GEPIL       ,B ,Q,868.30,877.05,858.70,866.60,862.50,870.60,153,1795,1559301.00,
532310,SHREE RAMA  ,B ,Q,5.32,5.80,5.32,5.80,5.80,5.81,5,305,1676.00,
532313,MAHINDRALIFE,A ,Q,367.85,375.00,367.85,370.70,371.00,371.60,69,1623,604102.00,
532318,GEMINI COMMU,Z ,Q,0.19,0.19,0.19,0.19,0.19,0.19,11,15850,3011.00,
532321,CADILA HEALT,A ,Q,344.40,346.20,342.90,345.35,345.35,343.40,718,24933,8596551.00,
532323,SHIVA CEMENT,X ,Q,15.30,15.50,15.20,15.25,15.25,15.30,115,26688,406798.00,
532326,INTENS TECH ,B ,Q,38.25,40.60,38.25,39.75,39.80,40.00,29,8010,319934.00,
532329,DANLAW TECH.,X ,Q,102.70,102.70,90.50,99.80,100.00,92.15,59,2054,202108.00,
532330,BIOPAC INDIA,X ,Q,4.50,4.74,4.50,4.74,4.74,4.70,8,135,627.00,
532331,AJANTA PHARM,A ,Q,1011.00,1021.05,1010.95,1014.60,1014.00,1012.90,475,11515,11694464.00,
532333,HB PORTFOLIO,X ,Q,24.60,26.10,24.60,25.05,25.05,25.65,32,1919,47812.00,
532334,HB ESTATE DE,X ,Q,18.05,18.50,18.05,18.50,18.50,19.00,12,2181,40293.00,
532336,BARON INFO. ,XT,Q,0.21,0.21,0.20,0.20,0.20,0.21,3,900,182.00,
532339,COMPUCOM SOF,B ,Q,9.15,9.15,9.05,9.05,9.05,9.07,4,1501,13690.00,
532342,COMMEX TECH ,XT,Q,0.42,0.42,0.40,0.40,0.40,0.42,7,7244,3042.00,
532343,TVS MOTOR L ,A ,Q,482.75,487.60,482.00,484.00,486.00,482.30,493,30278,14683757.00,
532345,GATI LTD.   ,B ,Q,79.45,79.80,77.25,77.65,77.65,79.15,588,107320,8391401.00,
532348,SUBEX LTX   ,B ,Q,6.11,6.24,5.92,6.09,6.09,6.11,170,150905,916835.00,
532349,TRANSPORT CO,B ,Q,297.60,299.80,292.00,292.55,293.00,297.60,49,500,147346.00,
532350,PADMALAYA TE,XT,Q,1.90,1.99,1.81,1.81,1.81,1.90,16,3113,5818.00,
532351,AKSH OPTIFIB,B ,Q,18.40,18.50,18.30,18.35,18.40,18.25,78,38517,707160.00,
532354,VIRGOGLOB   ,X ,Q,2.94,2.94,2.94,2.94,2.94,3.09,2,51,149.00,
532356,TRIVENI ENGG,B ,Q,64.40,65.20,63.30,63.85,63.65,64.40,207,37276,2394066.00,
532357,MUKTA ARTS  ,B ,Q,49.30,51.65,48.20,49.75,48.20,49.40,22,2002,99439.00,
532359,HITKIT GLOB ,X ,Q,0.20,0.20,0.20,0.20,0.20,0.19,1,2000,400.00,
532362,NAGPUR POWER,X ,Q,38.60,41.95,38.60,41.95,41.95,40.60,19,5582,223257.00,
532365,DYNACONS SYS,B ,Q,28.40,29.00,28.00,28.30,28.00,29.20,26,3000,85653.00,
532366,PNB GILTS   ,B ,Q,31.90,32.15,31.60,31.95,32.15,31.90,87,15309,485690.00,
532368,BCG         ,T ,Q,4.43,4.45,4.16,4.40,4.35,4.26,184,339839,1488018.00,
532369,RAMCO INDS. ,B ,Q,205.50,205.75,203.40,204.95,204.75,209.40,48,615,125901.00,
532370,RAMCO  SYSTM,B ,Q,244.35,244.35,237.45,238.70,238.00,240.95,54,982,237213.00,
532371,TATA TELESER,B ,Q,3.01,3.06,3.01,3.03,3.03,3.04,153,152785,463521.00,
532372,VIRINCHI    ,X ,Q,82.55,84.60,82.55,83.55,83.20,83.50,53,7849,657535.00,
532373,WEPSOLN     ,X ,Q,20.75,21.00,20.75,21.00,21.00,21.45,3,129,2680.00,
532374,STER TECH   ,A ,Q,201.30,207.45,201.00,201.80,201.80,200.80,2522,169997,34646589.00,
532376,MRO-TEK     ,B ,Q,34.00,35.00,34.00,34.40,34.40,34.75,3,150,5135.00,
532378,UNIVERSAL A ,XT,Q,0.80,0.80,0.80,0.80,0.80,0.80,1,300,240.00,
532380,BABA ARTS   ,X ,Q,4.19,4.19,3.88,3.92,3.92,3.85,5,370,1515.00,
532382,BALAJI TELE.,B ,Q,80.65,82.00,79.50,79.80,79.50,79.60,76,5218,421940.00,
532384,TYCHE INDS  ,X ,Q,68.05,71.75,68.00,69.40,68.30,68.50,6,235,16270.00,
532386,CALIFORN.SOF,B ,Q,24.35,24.90,21.95,24.15,24.10,23.25,30,2030,48615.00,
532388,INDIAN OVER.,A ,Q,14.84,14.90,14.64,14.78,14.80,14.84,115,52571,776378.00,
532390,TAJ GVK HOTL,B ,Q,225.00,225.00,222.20,223.50,223.80,227.80,47,1737,388396.00,
532391,OPTO CIRCUIT,B ,Q,7.93,7.99,7.81,7.85,7.85,7.93,108,34004,268750.00,
532392,CREATIVE EYE,B ,Q,2.34,2.34,2.34,2.34,2.34,2.45,1,1000,2340.00,
532395,AXISCADES   ,B ,Q,57.50,61.75,57.50,59.95,60.10,59.70,75,7096,426408.00,
532398,UMESL       ,B ,Q,1.42,1.42,1.42,1.42,1.42,1.36,1,100,142.00,
532400,BSOFT       ,A ,Q,99.10,100.15,97.35,99.25,99.55,99.45,857,41229,4055049.00,
532404,SAVEN TECHNO,X ,Q,24.70,24.70,21.00,23.30,23.30,22.90,9,1264,29264.00,
532406,AVANTEL LTD ,X ,Q,220.10,227.95,220.10,220.50,220.50,226.95,12,387,86460.00,
532407,MOSCHIP SEMI,X ,Q,18.60,18.60,18.00,18.20,18.20,18.10,42,21266,387648.00,
532408,MEGASOFT LTD,B ,Q,6.62,6.85,6.62,6.82,6.82,6.70,7,1320,8991.00,
532410,TRANSCORP IN,X ,Q,23.10,23.10,23.10,23.10,23.10,23.30,1,10,231.00,
532411,VISESH INFO.,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,5,10511,1997.00,
532413,CEREBRA INTE,B ,Q,27.30,27.45,26.95,27.45,27.40,27.40,26,7367,201801.00,
532416,MID-DAY MULT,B ,Q,24.70,24.70,24.70,24.70,24.70,26.00,4,7,172.00,
532418,ANDHRA BANK ,A ,Q,29.30,29.50,28.65,28.80,28.95,29.20,270,78889,2283985.00,
532419,SMARTLINK   ,B ,Q,87.00,89.25,87.00,87.10,87.05,86.55,5,380,33306.00,
532424,GODREJ CONS ,A ,Q,667.70,669.70,659.00,665.50,665.50,664.60,2352,364231,242261254.00,
532425,GENUSPRIME  ,XT,Q,4.63,4.63,4.63,4.63,4.63,4.72,1,100,463.00,
532430,BF UTILI    ,B ,Q,214.70,216.75,211.45,213.15,213.15,212.45,2282,93084,19915732.00,
532432,UNITD SPR   ,B ,Q,544.50,556.00,543.70,554.30,554.30,546.80,2169,83814,46328473.00,
532435,SANINFRA    ,X ,Q,43.95,43.95,43.95,43.95,43.95,43.95,1,15,659.00,
532439,OLECTRA     ,B ,Q,235.90,238.50,215.50,236.35,235.90,232.65,265,15250,3511702.00,
532440,MPS LTD     ,B ,Q,495.90,499.00,494.00,497.95,499.00,497.75,36,282,139930.00,
532443,CERA SANITAR,A ,Q,2800.00,2817.50,2732.00,2755.65,2748.75,2837.30,43,102,284242.00,
532454,BHARTI ARTL ,A ,Q,341.00,351.00,337.30,347.50,347.50,340.05,9396,1797410,621773186.00,
532455,SHALIMAR WIR,X ,Q,15.40,15.95,14.70,14.75,14.75,14.75,10,1641,25223.00,
532456,COMPUAGE INF,B ,Q,17.95,18.00,17.35,17.75,17.75,17.60,68,2061,36454.00,
532457,GULSHAN POLY,B ,Q,55.75,55.75,55.00,55.20,55.50,55.25,24,1018,56375.00,
532461,PUNJAB NATIO,A ,Q,93.45,93.60,91.95,92.75,92.75,93.35,3283,1367160,126738520.00,
532466,ORACLE FIN  ,A ,Q,3570.90,3579.45,3533.00,3548.85,3560.00,3562.55,323,10781,38244143.00,
532467,HAZ MUL PRO ,XT,Q,0.48,0.48,0.48,0.48,0.48,0.46,1,1000,480.00,
532468,KAMAHOLDING ,B ,Q,5850.00,5850.00,5400.00,5489.95,5489.95,5502.85,16,168,915872.00,
532475,APTECH LTD  ,B ,Q,175.10,177.20,173.20,174.15,174.15,175.10,513,21206,3702122.00,
532477,UNION BANK L,A ,Q,93.10,94.05,91.95,93.15,93.15,93.50,1644,469507,43727550.00,
532478,UNITED BREWA,A ,Q,1429.95,1429.95,1399.85,1417.65,1417.65,1404.05,513,11264,15886340.00,
532479,ISMT LTD    ,B ,Q,8.20,8.78,8.20,8.51,8.40,7.99,102,45077,386472.00,
532480,ALLAHABAD BK,A ,Q,53.25,54.25,52.75,53.60,53.60,53.20,817,442655,23670360.00,
532481,NOIDA-TOLL B,B ,Q,5.75,5.80,5.59,5.80,5.80,5.56,5,499,2840.00,
532482,GRANULES (I),A ,Q,112.35,114.20,111.25,112.50,112.00,112.65,1812,51824,5836487.00,
532483,CANARA BANK ,A ,Q,284.00,284.00,278.00,280.90,279.20,281.20,1567,206621,57954948.00,
532485,BALMER LA.IN,B ,Q,392.45,393.00,386.20,390.85,388.50,386.00,210,1860,725803.00,
532486,POKARNA LTD ,B ,Q,183.10,183.10,175.20,177.15,175.20,182.45,119,2545,452608.00,
532488,DIVI'S LAB. ,A ,Q,1722.00,1725.00,1704.05,1717.20,1719.40,1720.00,634,10548,18071939.00,
532493,ASTRA MICRO ,B ,Q,98.80,101.25,98.40,99.35,99.35,98.85,841,99992,9978368.00,
532497,RADICOKHAIT ,A ,Q,382.00,382.05,368.00,370.20,370.20,381.20,1898,67009,24915358.00,
532498,SHRMCITYUN  ,A ,Q,1723.10,1736.30,1723.10,1730.25,1732.00,1722.85,41,211,365088.00,
532500,MARUTISUZUK ,A ,Q,7175.00,7213.80,7146.80,7179.30,7179.30,7184.10,3551,40197,288662732.00,
532503,RAJAPAMILLS ,X ,Q,818.10,838.00,818.10,820.25,824.70,820.20,54,542,444653.00,
532504,NAVIN FLUORI,A ,Q,712.00,724.05,711.65,718.40,718.40,713.75,330,4856,3485021.00,
532505,UCOBANK     ,A ,Q,18.80,18.95,18.65,18.70,18.70,18.70,135,44024,825766.00,
532507,BAG FIL MED ,B ,Q,4.85,4.95,4.71,4.90,4.95,4.91,44,10495,50474.00,
532508,JSL         ,B ,Q,40.40,40.45,39.75,40.15,40.20,40.35,297,18862,756221.00,
532509,SUPRAJIT ENG,B ,Q,227.85,232.60,226.00,227.10,232.00,228.30,93,35856,8283399.00,
532511,EXCEL CROP. ,B ,Q,3690.00,3724.00,3670.00,3710.65,3700.95,3704.15,137,632,2336579.00,
532513,TVSELE      ,B ,Q,189.90,192.70,188.00,188.55,188.55,189.95,179,8841,1678577.00,
532514,INDRA GAS   ,A ,Q,310.55,312.20,306.25,307.20,307.95,310.45,478,32213,9951147.00,
532515,TV TODAY    ,B ,Q,310.00,310.00,302.95,305.00,305.00,308.90,32,1182,360343.00,
532518,FLORENCE    ,X ,Q,1379.95,1379.95,1370.00,1370.00,1370.00,1380.00,3,4,5489.00,
532521,PALRED      ,B ,Q,31.00,31.00,31.00,31.00,31.00,32.45,1,20,620.00,
532522,PETRONET LNG,A ,Q,236.80,241.45,235.70,239.10,239.00,235.95,1291,1461077,350453794.00,
532523,BIOCON LTD. ,A ,Q,628.00,633.90,624.10,629.65,629.65,628.95,1044,55690,35077649.00,
532524,PTC INDIA   ,A ,Q,73.75,73.90,73.00,73.15,73.05,73.80,188,27569,2020096.00,
532525,BANK MAHA   ,B ,Q,14.40,14.49,14.04,14.35,14.35,14.28,131,37618,536719.00,
532528,DATAM GLOB  ,B ,Q,101.75,102.00,100.05,100.90,100.05,101.35,47,2225,225080.00,
532529,NDTV        ,B ,Q,35.25,36.30,35.25,35.40,35.40,35.50,9,826,29773.00,
532531,STAR        ,A ,Q,497.70,503.15,489.40,497.45,497.45,495.25,1670,76868,38209606.00,
532532,JAIPRA      ,A ,Q,5.74,5.74,5.55,5.58,5.61,5.69,83278,980354,5518969.00,
532538,ULTRATECH CM,A ,Q,4101.00,4164.90,4095.50,4151.30,4150.00,4126.60,962,11526,47587439.00,
532539,MINDA IND   ,A ,Q,343.70,343.70,335.05,336.65,336.65,341.65,156,3940,1330938.00,
532540,TCS LTD.    ,A ,Q,2048.00,2055.30,2012.35,2019.05,2019.05,2043.80,6837,133391,270803870.00,
532541,NIITTECH    ,A ,Q,1300.00,1304.20,1291.50,1295.85,1295.85,1296.70,939,19535,25306656.00,
532543,GULFPETRO   ,B ,Q,75.45,76.15,73.00,73.50,73.50,74.60,78,5934,443640.00,
532548,CENTURYPLY  ,A ,Q,193.90,194.35,188.10,189.20,189.75,193.90,285,7800,1480697.00,
532553,WELENT      ,B ,Q,122.00,122.55,119.25,119.85,119.85,120.70,282,19805,2391500.00,
532555,NTPC LTD    ,A ,Q,134.70,136.35,134.50,135.65,135.65,134.50,1483,1534927,208071624.00,
532605,JBM AUTO    ,B ,Q,279.00,279.00,266.40,271.95,271.95,267.40,50,1294,348529.00,
532610,DWAR SUGAR  ,B ,Q,29.40,30.10,29.00,29.30,29.45,29.80,113,21668,640464.00,
532612,INDOCO REM  ,B ,Q,198.40,207.45,197.50,197.50,197.50,198.70,242,1410,285853.00,
532613,VIPCLOTHNG  ,B ,Q,20.85,20.85,20.10,20.35,20.35,20.60,69,3280,66981.00,
532614,IMPEX       ,T ,Q,0.44,0.45,0.44,0.45,0.45,0.45,4,6000,2655.00,
532616,XCHANGING   ,B ,Q,44.70,44.70,43.10,44.15,44.20,43.00,26,2341,101972.00,
532617,JETAIRWAYS  ,A ,Q,263.00,267.90,256.00,260.40,260.40,263.40,9736,922351,242799723.00,
532621,MORARJETEX  ,B ,Q,23.50,23.50,22.00,22.75,22.30,22.30,21,3000,67472.00,
532622,GATEWAY DIST,A ,Q,136.45,140.95,136.00,139.40,139.40,135.90,321,12366,1712091.00,
532624,JINDALPH    ,B ,Q,21.00,22.80,21.00,22.80,22.80,22.15,2,15,324.00,
532626,PONDY OXIDES,X ,Q,340.60,346.00,336.60,339.55,340.00,340.60,162,4965,1692425.00,
532627,JPPOWER     ,B ,Q,2.10,2.23,2.02,2.21,2.21,2.09,144,281847,610829.00,
532628,3I INFOTECH ,B ,Q,3.75,3.82,3.74,3.77,3.78,3.74,56109,119228,449895.00,
532629,MCNALLYB    ,T ,Q,6.80,7.10,6.70,6.75,6.75,7.00,14,5957,41479.00,
532630,GOKALDAS    ,B ,Q,86.00,87.00,85.50,86.70,86.95,86.15,19,927,79741.00,
532633,ALLSEC TECH ,T ,Q,285.05,290.05,285.00,290.05,290.05,292.50,8,859,245111.00,
532636,IIFL        ,A ,Q,472.00,480.00,448.25,449.90,450.00,451.95,117,2422,1094650.00,
532637,MAN DRUGORG ,T ,Q,53.45,57.00,53.45,55.10,55.00,56.25,12,316,17454.00,
532638,SHOPPER STOP,A ,Q,445.30,452.70,445.30,449.65,452.70,446.30,49,1010,452996.00,
532641,NDL         ,B ,Q,52.05,52.05,51.10,51.15,51.15,52.55,11,241,12449.00,
532642,JSWHL       ,B ,Q,2921.05,2967.80,2911.00,2935.40,2933.00,2939.30,26,129,379021.00,
532644,JK CEMENT   ,A ,Q,867.80,887.15,867.80,873.70,870.00,867.95,158,1071,940885.00,
532646,UNIPLY IND  ,B ,Q,40.20,41.30,39.85,40.20,39.95,39.95,281,48418,1974250.00,
532647,PROVOGUE IND,T ,Q,1.20,1.28,1.20,1.20,1.20,1.26,14,5220,6264.00,
532648,YES BANK    ,A ,Q,269.00,270.15,264.10,268.90,268.90,268.30,11403,1934996,516480474.00,
532649,NECTAR LIFE ,B ,Q,17.80,18.00,17.30,17.80,17.80,16.85,716,49605,877618.00,
532651,SPL INDS    ,B ,Q,47.60,48.65,46.60,47.40,47.85,47.60,37,3270,154877.00,
532652,KARNATAKA BK,A ,Q,133.20,135.20,131.80,134.55,134.55,131.80,1080,169029,22666893.00,
532654,MCLEOD RUSSE,B ,Q,94.00,94.00,84.05,85.00,85.10,84.15,99,8962,763256.00,
532656,FACOR ALLOYS,X ,Q,1.97,2.01,1.96,1.97,1.97,1.98,35,58501,116585.00,
